skill_id,skill_name,repo_name,repo_url,skill_url,category,installs,leaderboard_rank,is_official,github_stars_abbreviated,snyk_status,socket_status,agent_trust_hub_status,summary,has_skill_md,scope,procedural,analytical,orchestration,compliance,documentation,explicitness,documentation_quality,tacit_dependency,context_sensitivity,codifiability_score,codifiability_rationale,coordination_burden,evaluation_type,output_verifiability,tests_quality,thresholds_quality,error_handling,evaluability_score,evaluability_rationale,requires_memory,requires_tools,requires_external_services,provenance_clarity,maintenance_signals,safety_notes,scope_limits,coding_status,audit_confidence,coding_notes
UI01,frontend-design,anthropics/skills,https://github.com/anthropics/skills,https://www.skills.sh/anthropics/skills/frontend-design,ui-ux-design,436535,2,Y,137.6K,pass,pass,pass,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, artifacts,…",Y,single_bounded_task,2,3,1,0,0,2,1,4,1,2,"SKILL.md provides high-level guidance (e.g., a pre-coding checklist for purpose/tone/constraints/differentiation and aesthetic guidelines for typography/color/motion/layout), but it does not specify a concrete step-by-step build process, required inputs/outputs, or decision rules beyond broad directives like “choose a clear conceptual direction” and “avoid generic AI slop.” Successful execution depends heavily on tacit design judgement and taste (e.g., what is “UNFORGETTABLE,” “visually striking,” “meticulously refined”), reducing codifiability despite being relatively portable across common frontend stacks (HTML/CSS/JS, React, Vue).",1,holistic,1,0,0,0,0,"Evaluation criteria are primarily aesthetic and subjective (e.g., “distinctive,” “memorable,” “avoid generic AI aesthetics”), with no tests, measurable acceptance thresholds, or validation procedures described in the artefact. While some aspects could be reviewed qualitatively (typography choices, palette cohesion), correctness is not deterministically verifiable from the provided guidance.",0,0,0,3,0,0,1,complete,3,"Provenance is clear via frontmatter (name/description/license) but no version/author fields. Scope limits are implied mainly through negative guidance (e.g., “NEVER use generic…”) rather than explicit out-of-scope/escalation rules. No concrete deliverable format (files, component API, etc.) or evaluation harness is specified."
UI02,extract-design-system,arvindrk/extract-design-system,https://github.com/arvindrk/extract-design-system,https://www.skills.sh/arvindrk/extract-design-system/extract-design-system,ui-ux-design,102720,111,N,43,warn,warn,pass,Extract design primitives from a public website and generate starter token files for your project.,Y,multi_step_workflow,4,2,3,1,1,4,2,1,2,3,"SKILL.md provides a clear stepwise workflow (confirm URL, run specific npx/playwright commands, review specific output file, choose flags like --extract-only or init, and explain named generated artifacts). Some judgement remains in summarizing “likely primary/secondary/accent colors” and interpreting scales from normalized.json, and it assumes a Node/Playwright environment and access to a public website.",2,holistic,2,0,0,0,1,"Outputs are concrete files (e.g., `.extract-design-system/normalized.json`, `design-system/tokens.json/.css`) that can be inspected for presence/structure, but the key quality criterion—whether extracted tokens accurately represent the site—is not specified with objective checks. No tests, acceptance thresholds, or failure-mode guidance are described beyond general cautions in Safety Boundaries.",0,1,1,2,0,3,3,complete,3,"Requires running `npx playwright install chromium` and `npx extract-design-system <url>`; external dependency on reaching a public website (and likely downloading browser binaries). Safety Boundaries and “Set expectations” sections provide clear limitations and confirmation gates, but there is no explicit troubleshooting (e.g., unreachable URL, blocked scraping, dynamic content) or validation criteria."
UI03,critique,pbakaus/impeccable,https://github.com/pbakaus/impeccable,https://www.skills.sh/pbakaus/impeccable/critique,ui-ux-design,83026,152,N,29.1K,warn,warn,pass,"Evaluate design from a UX perspective, assessing visual hierarchy, information architecture, emotional resonance, cognitive load, and overall quality with…",Y,end_to_end_process,3,3,3,1,1,4,3,2,3,3,"SKILL.md provides a concrete, ordered setup procedure (load PRODUCT.md/DESIGN.md via a specific loader script; determine register; load the matching reference; load sub-command reference) plus routing rules that govern execution paths, making the core flow highly explicit. However, execution is context-bound to a repo that contains specific files (PRODUCT.md/DESIGN.md, reference/*.md, scripts like load-context.mjs) and requires design judgement to apply the “shared design laws” creatively (e.g., choosing theme via a scene sentence, selecting a color strategy), increasing tacit dependence and reducing portability.",3,hybrid,2,0,2,2,2,"The artefact includes some checkable criteria and quasi-thresholds (e.g., typography line length 65–75ch, hierarchy contrast ≥1.25, explicit “absolute bans,” and a “slop test”), but most critique outcomes remain judgement-based UX assessment. No automated tests are described; evaluation is mainly heuristic with a few concrete pass/fail rules, and limited recovery guidance is provided for missing/placeholder context files (run teach/document; reload context under specified conditions).",1,1,0,4,0,1,3,complete,3,"Coded as end_to_end_process because the skill spans setup/context ingestion, register selection, command routing, and iterative design/critique guidance across many UI concerns. External services not evidenced; allowed tool is Bash(npx impeccable *), and scripts are invoked via node. Maintenance signals (changelog/version history) not visible in SKILL.md. Critique-specific scoring is mentioned in the command table (“heuristic scoring”) but the detailed rubric likely lives in reference/critique.md, not included here; thresholds_quality kept moderate based on visible numeric/style constraints and bans."
UI04,vercel-react-view-transitions,vercel-labs/agent-skills,https://github.com/vercel-labs/agent-skills,https://www.skills.sh/vercel-labs/agent-skills/vercel-react-view-transitions,ui-ux-design,38138,293,Y,26.8K,pass,pass,pass,"Guide for implementing smooth, native-feeling animations using React's View Transition API (`<ViewTransition>` component, `addTransitionType`, and CSS view…",Y,multi_step_workflow,4,2,2,0,1,4,4,1,2,3,"The artefact provides highly explicit, actionable guidance with concrete rules (e.g., the prioritized pattern table to implement “all applicable patterns…in this order”, the “Critical Placement Rule” with working/broken JSX, and specific do/don’t directives like “Never call `startViewTransition` yourself” and “Always use `default=""none""`”). It also points to multiple ready-to-use reference files and CSS recipes (“copy the CSS recipes…do not write your own animation CSS”, plus `references/*.md` and `AGENTS.md`), reducing ambiguity and tacit gaps. Codifiability is somewhat context-bound because it depends on React canary / Next.js App Router specifics and browser support constraints listed under Availability.",2,holistic,2,0,0,1,1,"The guide defines many correctness constraints that are partially checkable (e.g., placement/DOM-structure rules that make enter/exit “Works” vs “Broken”, and known limitations like `router.back()` not triggering transitions), but it does not specify tests, acceptance thresholds, or measurable success criteria for animation quality. Assessment of whether transitions “communicate” the intended spatial relationship and whether the chosen style is appropriate is largely judgement-based, with only light failure-mode guidance (unsupported browsers “skip animations gracefully”).",0,1,0,4,1,2,2,complete,4,"Strong provenance in frontmatter (author vercel, version 1.0.0, MIT). Maintenance signals limited to a single version string; no changelog noted. Safety/limitations present as constraints and cautions (browser support/degradation, do-not-install guidance, `router.back()` limitation, reduced-motion accessibility note), but no formal risk section. Scope limits are implicit via “When to Animate” and multiple “don’t” rules, but no explicit escalation/handoff procedure."
UI05,make-interfaces-feel-better,jakubkrehel/make-interfaces-feel-better,https://github.com/jakubkrehel/make-interfaces-feel-better,https://www.skills.sh/jakubkrehel/make-interfaces-feel-better/make-interfaces-feel-better,ui-ux-design,21131,398,N,831,pass,pass,pass,"Design engineering principles for making interfaces feel polished. Use when building UI components, reviewing frontend code, implementing animations, hover…",Y,multi_step_workflow,4,2,2,0,1,4,3,2,1,3,"SKILL.md provides a highly explicit, actionable set of UI-polish procedures and parameter values (e.g., concentric radius formula; specific animation values like scale 0.25→1, blur 4px→0px; hit area ≥40×40; “never use transition: all”), plus a prescribed “Review Output Format” and checklist that operationalize application during code review. Some tacit judgement remains (e.g., deciding when “geometric centering looks off,” where shadows are “appropriate,” and which elements are “default-state”), but the guidance is largely portable with only light environment assumptions (CSS/JS UI stack; optional motion/framer-motion detection via package.json).",2,hybrid,2,0,3,0,1,"Evaluation is partly checkable via concrete rules/thresholds embedded in the principles (e.g., 40×40px minimum hit area; fixed numeric animation values; prohibitions like no `transition: all`, no `will-change: all`; specific RGBA outline colors), but many outcomes are still aesthetic (“feel off,” “natural depth,” “softer than enters”). No tests, automated validation steps, or explicit failure/recovery guidance are described beyond the review checklist and required before/after diff tables.",0,0,0,2,0,0,1,complete,4,"Strongly codified UI polish heuristics with many hard constraints (“always/never/exactly these values”) and a mandated reporting format; however, no explicit test harness or error-handling. Scope limits are only implicit (applies to UI polish/review) without escalation guidance."
UI06,image-to-code,leonxlnx/taste-skill,https://github.com/leonxlnx/taste-skill,https://www.skills.sh/leonxlnx/taste-skill/image-to-code,ui-ux-design,27413,339,N,18.3K,pass,pass,pass,"Elite website image-to-code skill for Codex. For visually important web tasks, it must first generate the design image(s) itself, deeply analyze them, then…",Y,end_to_end_process,3,3,3,0,1,4,3,3,2,3,"SKILL.md specifies a mandatory three-phase workflow (""image generation first / deep image analysis second / implementation third"") and provides extensive step lists and rules (e.g., section-by-section image counts in Codex, regeneration vs cropping), making the core process highly explicit. However, it relies heavily on tacit aesthetic judgement (""premium"", ""art-directed"", ""avoid AI slop"") and subjective interpretation of visual quality, and it is partly context-bound to ""Codex"" behaviors and availability of image generation.",3,holistic,1,0,2,1,1,"Evaluation guidance is mostly qualitative via checklists and style constraints (e.g., ""CLARITY CHECK"" items like whether images were generated/analyzed and whether text is readable), but there are no tests or deterministic validation steps. Some quasi-thresholds exist (e.g., hero headline ""1–3 lines maximum"" and section→image count rules), yet overall correctness depends on human judgement of fidelity and visual quality.",0,0,0,1,0,0,2,complete,3,"Tooling/services are implied (image generation + frontend implementation, ""Inside Codex""), but SKILL.md does not name concrete tools, APIs, or credentials; coded requires_tools/external_services conservatively as 0 per binary_evidence_rule. Provenance in SKILL.md is limited to name/description in frontmatter; no author/version/license noted. Scope limits are partial via trigger conditions for image-first vs direct-code-first and repeated 'when image generation is available' caveats."
UI07,baseline-ui,ibelick/ui-skills,https://github.com/ibelick/ui-skills,https://www.skills.sh/ibelick/ui-skills/baseline-ui,ui-ux-design,11607,616,N,1.7K,pass,pass,pass,"Validates animation durations, enforces typography scale, checks component accessibility, and prevents layout anti-patterns in Tailwind CSS projects. Use when…",Y,single_bounded_task,3,2,1,3,0,3,1,2,3,2,"SKILL.md provides a clear checklist of MUST/SHOULD/NEVER constraints across stack/components/interaction/animation/etc., plus a specified review output format (violations with quoted snippet, why it matters, concrete fix), making the core procedure fairly explicit. However, applying rules like “prevent layout anti-patterns” and design constraints (e.g., gradients, accent color usage) still requires judgement, and the skill is tightly bound to a Tailwind CSS + React ecosystem with specific libraries (motion/react, Base UI/React Aria/Radix, cn utility). Supporting material is thin beyond the rule lists (few examples/templates).",2,hybrid,2,0,2,0,1,"Evaluation is partly checkable by inspecting code for rule compliance (e.g., banning h-screen, limiting animation duration to 200ms, requiring aria-label on icon-only buttons), but many items are qualitative (e.g., “limit accent color usage to one per view,” “prevent AI-generated interface slop”). No tests or automated validation steps are described; acceptance criteria exist as rule statements but without comprehensive pass/fail procedures or edge-case handling.",0,0,0,2,0,0,1,complete,3,"Coded as single_bounded_task because the skill primarily performs a UI baseline review/enforcement within a Tailwind/React context rather than an end-to-end design process. Provenance in SKILL.md limited to name/description frontmatter; no version/license/author info visible in provided content. Scope limits are implicit via ‘Use when…’ and stack constraints, but no explicit escalation/handoff guidance."
UI08,macos-design-guidelines,ehmo/platform-design-skills,https://github.com/ehmo/platform-design-skills,https://www.skills.sh/ehmo/platform-design-skills/macos-design-guidelines,ui-ux-design,2741,1990,N,371,pass,pass,pass,"Apple Human Interface Guidelines for Mac. Use when building macOS apps with SwiftUI or AppKit, implementing menu bars, toolbars, window management, or keyboard…",Y,end_to_end_process,2,2,1,1,4,4,4,1,2,3,"The artefact externalises macOS UI know-how as explicit, numbered rules across major UI surfaces (e.g., “Rule 1.1 — Provide Standard Menus”, “Rule 2.5 — Remember Window State”) and includes concrete SwiftUI/AppKit code snippets for implementation. It also provides extensive supporting material (shortcut tables, anti-patterns, and a detailed “Evaluation Checklist”), reducing reliance on tacit interpretation. Some context sensitivity remains because guidance is tightly tied to Apple’s macOS conventions and SwiftUI/AppKit APIs, but it is still broadly reusable for macOS app work.",2,hybrid,2,0,2,0,1,"Evaluation is supported via an explicit “Evaluation Checklist” with many concrete pass/fail items (e.g., menu bar present, windows resizable, Esc dismisses popovers), giving partial objective verifiability. However, there are no automated tests or validation scripts mentioned, and several outcomes (e.g., “looks and feel like they belong on the platform”, “only interrupt when truly necessary”) remain judgement-based, keeping verifiability and thresholds only moderate.",0,0,0,4,1,1,1,complete,4,"Strong provenance in frontmatter (author, version, license). No explicit maintenance/changelog beyond version. Safety/limitations appear mainly as normative cautions (e.g., notification spam, avoid custom chrome) rather than operational risk handling. No explicit out-of-scope/escalation rules; boundaries are implied via “if appropriate” phrasing in checklist and anti-patterns."
UI09,accessibility,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,https://www.skills.sh/affaan-m/everything-claude-code/accessibility,ui-ux-design,2398,2225,N,187.3K,pass,pass,pass,"Design, implement, and audit inclusive digital products using WCAG 2.2 Level AA",Y,multi_step_workflow,3,2,2,4,1,3,4,2,2,3,"SKILL.md provides a clear stepwise procedure (""Step 1"" through ""Step 5"") plus concrete implementation guidance (contrast ratios, target sizes, focus indicator requirement) and cross-platform mappings (Web/iOS/Android) that externalize much of the know-how. Codifiability is reduced by remaining judgement calls (e.g., determining component role, auditing ""compliance gaps,"" and applying principles like consistent navigation) and by platform-specific implementation contexts (ARIA vs SwiftUI vs Compose).",2,hybrid,3,0,3,1,2,"The artefact includes several objective acceptance thresholds (e.g., contrast 4.5:1/3:1, target size 24x24 CSS pixels, reflow up to 400% zoom) and checklist items, making many outputs verifiable. However, it provides no explicit test procedures or automated checks, and only limited failure-mode guidance beyond noting issues like modal focus trapping and the need for descriptive error messages.",0,0,0,2,0,1,0,complete,3,"Provenance: frontmatter lists origin: ECC but no version/license/author details. Evaluation is coded hybrid because several criteria are objectively checkable, but auditing also implies human judgement and no tests are specified. Safety/limitations are minimal (anti-pattern warnings) and no explicit out-of-scope/escalation rules are stated."
UI10,design-brief,julianoczkowski/designer-skills,https://github.com/julianoczkowski/designer-skills,https://www.skills.sh/julianoczkowski/designer-skills/design-brief,ui-ux-design,1735,2806,N,149,pass,pass,pass,"Create a design brief through an interactive interview, codebase exploration, and experience design decisions. Saved as a markdown file in the project. Use…",Y,single_bounded_task,3,3,2,1,4,4,4,2,2,3,"SKILL.md provides a clear stepwise process (ask for description → explore codebase with a concrete checklist → conduct a structured interview → write using the provided template) plus explicit file output path and naming conventions. Codifiability is reduced by reliance on design judgement during the “interview… about every aspect” and recommending answers, and by moderate dependence on the target repo’s existing UI stack/patterns discovered via codebase exploration.",2,holistic,2,0,0,0,1,"The output is a markdown brief saved to a specified location and must follow a detailed template, making format/structure checkable, but the substantive quality (problem framing, principles, aesthetic direction) is largely subjective. No tests, acceptance thresholds, or failure/recovery guidance are described in SKILL.md.",0,1,0,2,0,0,3,complete,4,"Evidence: explicit codebase scan checklist (tokens, Tailwind config, UI themes, Storybook, dependencies), fixed output path `.design/<feature-slug>/DESIGN_BRIEF.md`, and full markdown brief template including an 'Out of Scope' section (supports scope_limits). No visible provenance beyond frontmatter name/description; no version/license/changelog in SKILL.md."
CC01,copywriting,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,https://www.skills.sh/coreyhaines31/marketingskills/copywriting,content-creation,104381,107,N,29.6K,pass,pass,pass,"When the user wants to write, rewrite, or improve marketing copy for any page — including homepage, landing pages, pricing pages, feature pages, about pages,…",Y,single_bounded_task,2,4,1,1,0,3,4,3,1,3,"SKILL.md provides a clear workflow for gathering inputs (page purpose, audience, offer, context) and specifies an output format (page copy by section, annotations, alternatives, meta content), plus concrete rules and examples (e.g., CTA do/don’t lists, headline formulas). However, producing “clear, compelling” conversion copy still relies on substantial tacit judgement about audience language, brand voice, and persuasion tradeoffs, and the artefact assumes access to local context files like `.agents/product-marketing.md` when present.",2,holistic,1,0,0,0,0,"The artefact offers heuristics and a “Quick Quality Check” (e.g., remove jargon, passive voice, buzzwords) but no explicit pass/fail acceptance criteria, tests, or measurable thresholds for conversion effectiveness. As a result, output quality is mainly assessed via human judgement of persuasiveness and fit, rather than deterministic verification.",0,0,0,3,2,2,2,complete,4,"Version metadata present (2.0.0). Strong supporting references to `references/copy-frameworks.md` and `references/natural-transitions.md`. Safety/ethics note: warns against fabricated statistics/testimonials due to trust/legal liability. Scope boundaries via related-skill routing (emails/popups/copy-editing) and conditional use of CRO/AB-testing, but no explicit escalation procedure."
CC02,content-strategy,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,https://www.skills.sh/coreyhaines31/marketingskills/content-strategy,content-creation,72145,173,N,29.6K,missing,missing,missing,"When the user wants to plan a content strategy, decide what content to create, or figure out what topics to cover. Also use when the user mentions ""content…",Y,multi_step_workflow,3,4,2,0,1,3,3,2,2,3,"SKILL.md provides a fairly complete workflow: it specifies pre-checking for existing product-marketing context files, enumerates required context to gather (business, customer research, current state, competitors), and defines concrete output sections (pillars, priority topics, cluster map). However, key steps (e.g., competitor analysis via web search, interpreting keyword exports, and choosing pillars/angles) still require marketing judgement and access to the user’s specific data/tools, making execution somewhat tacit and context-dependent.",2,hybrid,2,0,2,0,1,"The artefact defines structured outputs (tables for keyword prioritization and idea scoring; required sections in the final strategy), and includes a weighted scoring rubric (40/30/20/10) that can partially justify prioritization. But there are no tests, no explicit acceptance thresholds for what counts as a “good” strategy/pillar set, and no failure-mode guidance, so evaluation remains partly subjective and review-based.",0,0,0,3,2,0,2,complete,3,"Evidence: YAML metadata includes version 2.0.0; instructions reference reading local context files (.agents/product-marketing.md etc.). Mentions using web search for forum/competitor research, but no explicit tool/API requirement is declared in the provided artefact, so requires_tools/external_services coded 0. No explicit error handling or safety/limitations section observed."
CC03,programmatic-seo,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,https://www.skills.sh/coreyhaines31/marketingskills/programmatic-seo,content-creation,70342,176,N,29.6K,warn,pass,pass,"When the user wants to create SEO-driven pages at scale using templates and data. Also use when the user mentions ""programmatic SEO,"" ""template pages,"" ""pages…",Y,multi_step_workflow,3,3,2,1,1,3,3,2,2,3,"SKILL.md provides a fairly complete end-to-end framework (initial assessment questions, core principles, playbook selection tables, and an implementation framework with steps from keyword research through indexation strategy) plus concrete checklists and an explicit output format (strategy document + page template). However, execution still depends on tacit SEO judgement (e.g., assessing competitiveness, intent match, and what counts as “unique value”/“thin content”) and on the user’s specific site/stack and data sources, making it moderately context-sensitive.",2,hybrid,2,0,1,1,1,"Evaluation is partly checkable via the pre-launch checklist items (e.g., unique titles/meta, heading structure, schema markup, sitemap/noindex consistency) and post-launch monitoring metrics (indexation rate, rankings, traffic), but no concrete pass/fail thresholds are specified beyond qualitative terms like “page speed acceptable.” There are no tests or validation scripts referenced, and failure handling is limited to general “watch for” issues (thin content warnings, manual actions, crawl errors) without recovery procedures.",0,0,0,3,2,2,1,complete,3,"Version metadata present (version: 2.0.0) and internal reference to references/playbooks.md; no explicit tooling/API requirements stated in SKILL.md. Safety/limitations appear as guidance to avoid Google penalties and thin content, but without detailed escalation or remediation steps."
CC04,ad-creative,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,https://www.skills.sh/coreyhaines31/marketingskills/ad-creative,content-creation,51863,234,N,29.6K,pass,pass,pass,"When the user wants to generate, iterate, or scale ad creative — headlines, descriptions, primary text, or full ad variations — for any paid advertising…",Y,multi_step_workflow,3,3,2,2,1,4,3,2,2,3,"SKILL.md provides a clear end-to-end loop (""Pull performance data → Identify winning patterns → Generate new variations → Validate specs → Deliver"") plus detailed step sequences for both ""Generate from Scratch"" and ""Iterate from Performance Data"" modes, and concrete platform character-limit specs to operationalize validation. However, producing ""high-performing"" creative still requires some marketing judgement (e.g., choosing angles, interpreting winners/losers), and parts depend on a surrounding repo/tooling context (e.g., reading `.agents/product-marketing.md` and referencing tools registry/integration CLIs).",2,hybrid,2,0,3,1,2,"Outputs are partially verifiable via explicit platform constraints (character limits per platform; instructions to flag over-limit copy and provide trimmed alternatives) and some quasi-threshold guidance (e.g., ""Allow 1,000+ impressions before judging""). But there are no formal tests/validation scripts in the skill text, and performance-based iteration depends on human choice of metric and qualitative pattern interpretation, with minimal failure-mode guidance beyond generic warnings (e.g., ""Flag anything that might violate platform policies"").",0,1,1,3,2,1,2,complete,4,"Evidence for tools/external services: references to pulling performance data via platform CLIs (e.g., `google-ads reports get`, `meta-ads insights get`) and uploading to ad platforms imply external services/credentials. Provenance/maintenance: frontmatter includes `version: 2.0.0` but no changelog/dated update notes in SKILL.md. Safety/limits: brief compliance/policy mentions (""Compliance requirements"", ""Flag anything that might violate platform policies"") but no detailed policy mapping or escalation procedure."
